location,bud_burst_date,bud_burst_days,flowering_date,flowering_days
Changwon,2016-03-21,80,2016-03-28,87
Changwon,2017-03-14,72,2017-03-27,85
Changwon,2018-03-14,72,2018-03-28,86
Changwon,2019-03-11,69,2019-03-21,79
Changwon,2020-03-09,68,2020-03-23,82
Changwon,2021-03-10,68,2021-03-18,76
Changwon,2022-03-14,72,2022-03-27,85
Changwon,2023-03-11,69,2023-03-21,79
Changwon,2024-03-16,75,2024-03-23,82
Gwangju,1973-03-24,82,1973-04-02,91
Gwangju,1974-03-31,89,1974-04-08,97
Gwangju,1975-03-29,87,1975-04-09,98
Gwangju,1976-03-28,87,1976-04-03,93
Gwangju,1977-04-04,93,1977-04-09,98
Gwangju,1979-03-25,83,1978-04-08,97
Gwangju,1980-03-27,86,1979-03-30,88
Gwangju,1981-03-24,82,1980-04-07,97
Gwangju,1982-03-19,77,1981-04-01,90
Gwangju,1983-03-16,74,1982-03-31,89
Gwangju,1984-03-28,87,1983-04-04,93
Gwangju,1985-03-22,80,1984-04-11,101
Gwangju,1986-03-21,79,1985-04-08,97
Gwangju,1987-03-19,77,1986-04-06,95
Gwangju,1988-03-16,75,1987-04-05,94
Gwangju,1989-03-13,71,1988-04-08,98
Gwangju,1990-03-09,67,1989-04-02,91
Gwangju,1991-03-20,78,1990-03-28,86
Gwangju,1992-03-11,70,1991-04-08,97
Gwangju,1993-03-15,73,1992-03-26,85
Gwangju,1994-03-26,84,1993-04-03,92
Gwangju,1995-03-08,66,1994-04-05,94
Gwangju,1996-03-21,80,1995-04-05,94
Gwangju,1997-03-07,65,1996-04-14,104
Gwangju,1998-03-06,64,1997-03-28,86
Gwangju,1999-03-17,75,1998-03-26,84
Gwangju,2000-03-12,71,1999-03-30,88
Gwangju,2001-03-04,62,2000-04-02,92
Gwangju,2002-03-02,60,2001-04-02,91
Gwangju,2003-03-04,62,2002-03-22,80
Gwangju,2004-03-14,73,2003-03-31,89
Gwangju,2005-03-28,86,2004-03-27,86
Gwangju,2006-03-20,78,2005-04-07,96
Gwangju,2007-03-13,71,2006-03-30,88
Gwangju,2008-03-13,72,2007-03-25,83
Gwangju,2009-03-16,74,2008-03-31,90
Gwangju,2010-03-11,69,2009-03-22,80
Gwangju,2011-03-15,73,2010-03-31,89
Gwangju,2012-03-16,75,2011-04-06,95
Gwangju,2013-03-13,71,2012-04-08,98
Gwangju,2014-03-17,75,2013-03-29,87
Gwangju,2015-03-14,72,2014-03-28,86
Gwangju,2016-03-13,72,2015-03-29,87
Gwangju,2017-03-15,73,2016-03-29,88
Gwangju,2018-03-12,70,2017-04-02,91
Gwangju,2019-02-24,54,2018-03-27,85
Gwangju,2020-02-24,54,2019-03-27,85
Gwangju,2021-02-21,51,2020-03-23,82
Gwangju,2022-02-28,58,2021-03-18,76
Gwangju,2023-02-28,58,2022-03-25,83
Gwangju,2024-03-17,76,2023-03-23,81
Gwangju,,,2024-03-27,86
Busan,1973-03-14,72,1973-03-30,88
Busan,1974-03-25,83,1974-04-06,95
Busan,1975-03-25,83,1975-03-30,88
Busan,1976-03-10,69,1976-03-27,86
Busan,1977-03-15,73,1977-03-30,88
Busan,1978-03-17,75,1978-04-04,93
Busan,1979-03-17,75,1979-03-27,85
Busan,1980-03-18,77,1980-04-01,91
Busan,1981-03-29,87,1981-03-31,89
Busan,1982-03-15,73,1982-03-23,81
Busan,1983-03-14,72,1983-03-31,89
Busan,1984-03-21,80,1984-04-10,100
Busan,1985-03-14,72,1985-04-04,93
Busan,1986-03-17,75,1986-04-02,91
Busan,1987-03-09,67,1987-03-29,87
Busan,1988-03-18,77,1988-04-04,94
Busan,1989-02-26,56,1989-03-29,87
Busan,1990-03-05,63,1990-03-21,79
Busan,1991-03-19,77,1991-04-05,94
Busan,1992-03-17,76,1992-03-25,84
Busan,1993-03-11,69,1993-03-29,87
Busan,1994-03-22,80,1994-03-31,89
Busan,1995-03-12,70,1995-03-26,84
Busan,1996-03-20,79,1996-04-07,97
Busan,1997-03-11,69,1997-03-23,81
Busan,1998-03-06,64,1998-03-24,82
Busan,1999-03-11,69,1999-03-28,86
Busan,2000-03-20,79,2000-03-31,90
Busan,2001-03-14,72,2001-03-25,83
Busan,2002-03-09,67,2002-03-21,79
Busan,2003-03-10,68,2003-03-26,84
Busan,2004-03-10,69,2004-03-21,80
Busan,2005-03-15,73,2005-04-03,92
Busan,2006-03-08,66,2006-03-27,85
Busan,2007-03-04,62,2007-03-25,83
Busan,2008-03-10,69,2008-03-25,84
Busan,2009-03-12,70,2009-03-20,78
Busan,2010-03-11,69,2010-03-30,88
Busan,2011-03-17,75,2011-04-01,90
Busan,2012-03-19,78,2012-04-05,95
Busan,2013-03-04,62,2013-03-21,79
Busan,2014-03-05,63,2014-03-25,83
Busan,2015-03-13,71,2015-03-28,86
Busan,2016-03-09,68,2016-03-28,87
Busan,2017-03-16,74,2017-03-28,86
Busan,2018-03-10,68,2018-03-27,85
Busan,2019-03-13,71,2019-03-22,80
Busan,2020-03-09,68,2020-03-23,82
Busan,2021-03-08,66,2021-03-22,80
Busan,2022-03-21,79,2022-03-28,86
Busan,2023-03-12,70,2023-03-19,77
Busan,2024-03-16,75,2024-03-25,84
Tongyeong,1973-03-22,80,1973-03-30,88
Tongyeong,1974-03-23,81,1974-04-06,95
Tongyeong,1975-03-20,78,1975-04-02,91
Tongyeong,1976-03-21,80,1976-03-30,89
Tongyeong,1977-03-23,81,1977-03-31,89
Tongyeong,1978-03-24,82,1978-04-04,93
Tongyeong,1979-03-12,70,1979-04-06,95
Tongyeong,1980-03-16,75,1980-04-03,93
Tongyeong,1981-03-14,72,1981-04-02,91
Tongyeong,1982-03-06,64,1982-03-24,82
Tongyeong,1983-03-08,66,1983-04-01,90
Tongyeong,1984-03-21,80,1984-04-11,101
Tongyeong,1985-03-16,74,1985-04-04,93
Tongyeong,1986-03-17,75,1986-04-04,93
Tongyeong,1987-03-19,77,1987-03-24,82
Tongyeong,1988-03-07,66,1988-04-05,95
Tongyeong,1989-03-04,62,1989-03-18,76
Tongyeong,1990-03-03,61,1990-03-24,82
Tongyeong,1991-03-26,84,1991-04-06,95
Tongyeong,1992-03-15,74,1992-03-24,83
Tongyeong,1993-03-13,71,1993-03-29,87
Tongyeong,1994-03-12,70,1994-04-03,92
Tongyeong,1995-03-18,76,1995-04-01,90
Tongyeong,1996-03-25,84,1996-04-08,98
Tongyeong,1997-03-11,69,1997-03-27,85
Tongyeong,1998-03-09,67,1998-03-24,82
Tongyeong,1999-03-09,67,1999-03-31,89
Tongyeong,2000-03-10,69,2000-04-02,92
Tongyeong,2001-03-15,73,2001-04-01,90
Tongyeong,2002-03-06,64,2002-03-21,79
Tongyeong,2003-03-10,68,2003-03-28,86
Tongyeong,2004-03-08,67,2004-03-24,83
Tongyeong,2005-03-15,73,2005-04-04,93
Tongyeong,2006-03-15,73,2006-03-26,84
Tongyeong,2007-03-12,70,2007-03-25,83
Tongyeong,2008-03-23,82,2008-03-30,89
Tongyeong,2009-03-17,75,2009-03-23,81
Tongyeong,2010-03-13,71,2010-03-30,88
Tongyeong,2011-03-16,74,2011-03-31,89
Tongyeong,2012-03-19,78,2012-04-05,95
Tongyeong,2013-03-15,73,2013-03-25,83
Tongyeong,2014-03-21,79,2014-03-27,85
Tongyeong,2015-03-23,81,2015-03-28,86
Mokpo,1973-03-16,74,1973-04-04,93
Mokpo,1974-03-30,88,1974-04-07,96
Mokpo,1975-03-29,87,1975-04-09,98
Mokpo,1976-03-27,86,1976-04-12,102
Mokpo,1977-03-30,88,1977-04-04,93
Mokpo,1978-04-02,91,1978-04-10,99
Mokpo,1979-03-08,66,1979-04-04,93
Mokpo,1980-03-10,69,1980-04-08,98
Mokpo,1981-03-20,78,1981-04-06,95
Mokpo,1982-03-28,86,1982-04-03,92
Mokpo,1984-04-03,93,1984-04-15,105
Mokpo,1985-03-27,85,1985-04-13,102
Mokpo,1986-03-27,85,1986-04-10,99
Mokpo,1987-03-26,84,1987-04-09,98
Mokpo,1988-03-27,86,1988-04-15,105
Mokpo,1989-03-22,80,1989-04-04,93
Mokpo,1990-03-17,75,1990-03-28,86
Mokpo,1991-03-23,81,1991-04-10,99
Mokpo,1992-03-11,70,1992-03-28,87
Mokpo,1993-03-16,74,1993-04-13,102
Mokpo,1994-03-15,73,1994-03-30,88
Mokpo,1995-03-21,79,1995-03-30,88
Mokpo,1996-03-23,82,1996-04-16,106
Mokpo,1997-03-13,71,1997-03-31,89
Mokpo,1998-03-03,61,1998-03-24,82
Mokpo,1999-03-19,77,1999-04-03,92
Mokpo,2000-03-25,84,2000-04-09,99
Mokpo,2001-03-22,80,2001-04-04,93
Mokpo,2002-03-20,78,2002-03-29,87
Mokpo,2003-03-15,73,2003-03-30,88
Mokpo,2004-03-23,82,2004-04-01,91
Mokpo,2005-03-25,83,2005-04-11,100
Mokpo,2006-03-20,78,2006-04-07,96
Mokpo,2007-03-20,78,2007-03-31,89
Mokpo,2008-03-17,76,2008-03-31,90
Mokpo,2009-03-15,73,2009-04-03,92
Mokpo,2010-03-25,83,2010-04-05,94
Mokpo,2011-03-10,68,2011-04-09,98
Mokpo,2012-03-15,74,2012-04-11,101
Mokpo,2013-03-12,70,2013-03-31,89
Mokpo,2014-03-15,73,2014-03-28,86
Mokpo,2015-03-13,71,2015-03-26,84
Mokpo,2016-03-14,73,2016-03-31,90
Mokpo,2017-03-17,75,2017-04-02,91
Mokpo,2018-03-16,74,2018-03-29,87
Mokpo,2019-03-13,71,2019-03-31,89
Mokpo,2020-03-02,61,2020-03-26,85
Mokpo,2021-03-02,60,2021-03-24,82
Mokpo,2022-03-15,73,2022-03-31,89
Mokpo,2023-03-13,71,2023-03-26,84
Mokpo,2024-03-12,71,2024-03-29,88
Yeosu,1973-03-09,67,1973-04-03,92
Yeosu,1974-03-16,74,1974-04-10,99
Yeosu,1975-03-12,70,1975-04-08,97
Yeosu,1976-03-16,75,1976-04-11,101
Yeosu,1977-03-20,78,1977-04-02,91
Yeosu,1978-03-17,75,1978-04-09,98
Yeosu,1979-03-09,67,1979-04-02,91
Yeosu,1980-03-14,73,1980-04-06,96
Yeosu,1981-03-17,75,1981-04-07,96
Yeosu,1982-03-24,82,1982-04-02,91
Yeosu,1983-03-24,82,1983-04-03,92
Yeosu,1984-03-29,88,1984-04-13,103
Yeosu,1985-03-19,77,1985-04-10,99
Yeosu,1986-03-25,83,1986-04-07,96
Yeosu,1987-03-14,72,1987-04-04,93
Yeosu,1988-03-21,80,1988-04-09,99
Yeosu,1989-03-17,75,1989-04-01,90
Yeosu,1990-03-09,67,1990-03-27,85
Yeosu,1991-03-21,79,1991-04-11,100
Yeosu,1992-03-11,70,1992-03-31,90
Yeosu,1993-03-13,71,1993-04-03,92
Yeosu,1994-03-20,78,1994-04-05,94
Yeosu,1995-03-22,80,1995-04-06,95
Yeosu,1996-03-11,70,1996-04-10,100
Yeosu,1997-03-15,73,1997-04-03,92
Yeosu,1998-03-14,72,1998-03-28,86
Yeosu,1999-03-16,74,1999-04-02,91
Yeosu,2000-03-18,77,2000-04-01,91
Yeosu,2001-03-20,78,2001-03-30,88
Yeosu,2002-03-16,74,2002-03-26,84
Yeosu,2003-03-10,68,2003-03-25,83
Yeosu,2004-03-12,71,2004-03-26,85
Yeosu,2005-03-16,74,2005-04-07,96
Yeosu,2006-03-16,74,2006-03-31,89
Yeosu,2007-03-05,63,2007-03-26,84
Yeosu,2008-03-10,69,2008-03-30,89
Yeosu,2009-03-08,66,2009-03-24,82
Yeosu,2010-03-20,78,2010-04-04,93
Yeosu,2011-03-15,73,2011-04-05,94
Yeosu,2012-03-22,81,2012-04-06,96
Yeosu,2013-03-11,69,2013-03-25,83
Yeosu,2014-03-06,64,2014-03-26,84
Yeosu,2015-03-20,78,2015-03-28,86
Yeosu,2016-03-12,71,2016-03-27,86
Yeosu,2017-03-14,72,2017-03-31,89
Yeosu,2018-03-16,74,2018-03-29,87
Yeosu,2019-03-07,65,2019-03-26,84
Yeosu,2020-03-12,71,2020-03-25,84
Yeosu,2021-03-15,73,2021-03-21,79
Yeosu,2022-03-16,74,2022-03-29,87
Yeosu,2023-03-18,76,2023-03-23,81
Yeosu,2024-03-21,80,2024-03-26,85
Heuksando,1997-03-15,73,1997-03-24,82
Heuksando,1998-03-05,63,1998-04-07,96
Heuksando,1999-03-03,61,1999-04-11,100
Heuksando,2000-03-06,65,2000-04-12,102
Heuksando,2001-03-15,73,2001-04-08,97
Heuksando,2002-03-03,61,2002-04-01,90
Heuksando,2003-03-04,62,2003-03-30,88
Heuksando,2004-03-08,67,2004-03-26,85
Heuksando,2005-04-03,92,2005-04-12,101
Heuksando,2006-03-28,86,2006-04-09,98
Heuksando,2007-03-20,78,2007-04-05,94
Heuksando,2008-03-14,73,2008-04-01,91
Heuksando,2009-03-20,78,2009-04-02,91
Heuksando,2010-03-17,75,2010-04-04,93
Heuksando,2011-03-21,79,2011-04-13,102
Heuksando,2012-03-30,89,2012-04-17,107
Heuksando,2013-03-22,80,2013-04-10,99
Heuksando,2014-03-22,80,2014-04-03,92
Heuksando,2015-03-22,80,2015-03-31,89
Heuksando,2016-03-28,87,2016-04-03,93
Heuksando,2017-03-21,79,2017-04-06,95
Heuksando,2018-03-30,88,2018-04-05,94
Heuksando,2019-03-12,70,2019-04-04,93
Heuksando,2020-03-24,83,2020-04-08,98
Heuksando,2021-03-28,86,2021-04-01,90
Heuksando,2022-03-18,76,2022-04-08,97
Heuksando,2023-03-20,78,2023-04-02,91
Heuksando,2024-03-15,74,2024-03-31,90
Wando,1980-03-24,83,1976-03-27,86
Wando,1981-03-25,83,1977-04-01,90
Wando,1982-03-11,69,1978-04-01,90
Wando,1983-03-12,70,1979-03-27,85
Wando,1984-03-11,70,1980-04-08,98
Wando,1985-03-12,70,1981-04-04,93
Wando,1986-03-11,69,1982-04-05,94
Wando,1987-03-17,75,1983-04-05,94
Wando,1988-03-14,73,1984-04-14,104
Wando,1989-03-12,70,1985-04-07,96
Wando,1990-03-07,65,1986-04-06,95
Wando,1991-03-13,71,1987-04-03,92
Wando,1992-03-13,72,1988-03-25,84
Wando,1993-03-18,76,1989-03-14,72
Wando,1994-03-14,72,1990-03-22,80
Wando,1995-03-20,78,1991-04-02,91
Wando,1996-03-19,78,1992-03-30,89
Wando,1997-03-21,79,1993-03-30,88
Wando,1998-03-10,68,1994-03-28,86
Wando,1999-03-13,71,1995-04-05,94
Wando,2000-03-20,79,1996-04-12,102
Wando,2001-03-18,76,1997-03-28,86
Wando,2002-03-13,71,1998-03-20,78
Wando,2003-03-11,69,1999-04-01,90
Wando,2004-03-15,74,2000-04-03,93
Wando,2005-03-12,70,2001-04-02,91
Wando,2006-03-10,68,2002-03-25,83
Wando,2007-03-10,68,2003-03-30,88
Wando,2008-03-08,67,2004-03-26,85
Wando,2009-03-07,65,2005-04-08,97
Wando,2010-03-12,70,2006-04-02,91
Wando,2011-03-12,70,2007-03-28,86
Wando,2012-03-24,83,2008-03-31,90
Wando,2013-03-18,76,2009-03-29,87
Wando,2014-03-16,74,2010-04-03,92
Wando,2015-03-17,75,2011-04-04,93
Wando,,,2012-04-10,100
Wando,,,2013-04-01,90
Wando,,,2014-03-30,88
Wando,,,2015-03-31,89
Gochang,2011-04-02,91,2011-04-11,100
Gochang,2012-03-27,86,2012-04-15,105
Gochang,2013-03-22,80,2013-04-09,98
Gochang,2014-03-24,82,2014-03-31,89
Gochang,2015-03-18,76,2015-04-03,92
Suncheon,2012-04-05,95,2011-04-08,97
Suncheon,2013-03-26,84,2012-04-11,101
Suncheon,2014-03-22,80,2013-04-03,92
Suncheon,2015-03-21,79,2014-03-30,88
Suncheon,,,2015-03-27,85
Hongseong,2018-03-29,87,2018-04-04,93
Hongseong,2019-03-29,87,2019-04-07,96
Hongseong,2020-03-24,83,2020-04-01,91
Hongseong,2021-03-23,81,2021-03-31,89
Hongseong,2022-04-01,90,2022-04-08,97
Hongseong,2023-03-24,82,2023-03-30,88
Hongseong,2024-03-29,88,2024-04-07,97
Jeju,1973-03-25,83,1973-03-29,87
Jeju,1974-03-12,70,1974-03-31,89
Jeju,1975-03-15,73,1975-03-30,88
Jeju,1976-03-21,80,1976-03-27,86
Jeju,1977-03-16,74,1977-03-26,84
Jeju,1978-03-26,84,1978-04-03,92
Jeju,1979-03-21,79,1979-03-29,87
Jeju,1981-03-13,71,1980-04-01,91
Jeju,1982-03-06,64,1981-03-28,86
Jeju,1983-03-31,89,1982-03-25,83
Jeju,1984-03-16,75,1984-04-04,94
Jeju,1985-03-09,67,1985-04-05,94
Jeju,1986-03-08,66,1986-04-02,91
Jeju,1987-03-03,61,1987-03-23,81
Jeju,1988-03-10,69,1988-04-05,95
Jeju,1989-03-01,59,1989-03-23,81
Jeju,1990-02-23,53,1990-03-12,70
Jeju,1991-03-14,72,1991-04-02,91
Jeju,1992-02-21,51,1992-03-09,68
Jeju,1993-03-06,64,1993-03-29,87
Jeju,1994-03-09,67,1994-03-30,88
Jeju,1995-03-16,74,1995-03-30,88
Jeju,1996-03-17,76,1996-04-04,94
Jeju,1997-03-09,67,1997-03-21,79
Jeju,1998-03-03,61,1998-03-16,74
Jeju,1999-03-12,70,1999-03-25,83
Jeju,2000-03-07,66,2000-03-28,87
Jeju,2001-03-10,68,2001-03-22,80
Jeju,2002-03-04,62,2002-03-18,76
Jeju,2003-03-04,62,2003-03-23,81
Jeju,2004-03-09,68,2004-03-17,76
Jeju,2005-03-19,77,2005-04-03,92
Jeju,2006-03-11,69,2006-03-25,83
Jeju,2007-03-07,65,2007-03-22,80
Jeju,2008-03-05,64,2008-03-23,82
Jeju,2009-03-08,66,2009-03-19,77
Jeju,2010-03-08,66,2010-03-19,77
Jeju,2011-03-15,73,2011-03-28,86
Jeju,2012-03-16,75,2012-03-30,89
Jeju,2013-03-11,69,2013-03-18,76
Jeju,2014-03-14,72,2014-03-25,83
Jeju,2015-03-11,69,2015-03-25,83
Jeju,2016-03-06,65,2016-03-21,80
Jeju,2017-03-11,69,2017-03-28,86
Jeju,2018-03-11,69,2018-03-22,80
Jeju,2019-03-11,69,2019-03-25,83
Jeju,2020-03-13,72,2020-03-24,83
Jeju,2021-03-09,67,2021-03-17,75
Jeju,2022-03-17,75,2022-03-25,83
Jeju,2023-03-09,67,2023-03-22,80
Jeju,2024-03-18,77,2024-03-23,82
Gosan,1999-03-17,75,1999-03-26,84
Gosan,2000-03-19,78,2000-04-01,91
Gosan,2001-03-12,70,2001-03-26,84
Gosan,2002-03-10,68,2002-03-21,79
Gosan,2003-03-07,65,2003-03-24,82
Gosan,2004-03-17,76,2004-03-24,83
Gosan,2005-03-17,75,2005-04-04,93
Gosan,2006-03-10,68,2006-03-26,84
Gosan,2007-03-07,65,2007-03-21,79
Gosan,2008-03-09,68,2008-03-25,84
Gosan,2009-03-10,68,2009-03-20,78
Gosan,2010-03-06,64,2010-03-22,80
Gosan,2011-03-10,68,2011-03-28,86
Gosan,2012-03-20,79,2012-04-05,95
Gosan,2013-03-08,66,2013-03-27,85
Gosan,2014-03-19,77,2014-03-28,86
Gosan,2015-03-20,78,2015-03-30,88
Seongsan,1973-03-25,83,1973-03-27,85
Seongsan,1974-03-23,81,1974-03-31,89
Seongsan,1976-02-20,50,1975-04-03,92
Seongsan,1977-03-17,75,1976-02-29,59
Seongsan,1978-03-14,72,1977-03-24,82
Seongsan,1979-03-04,62,1978-03-29,87
Seongsan,1980-03-15,74,1979-03-22,80
Seongsan,1981-03-10,68,1980-03-31,90
Seongsan,1982-03-26,84,1981-03-27,85
Seongsan,1983-03-06,64,1982-04-02,91
Seongsan,1984-03-07,66,1983-03-31,89
Seongsan,1985-03-03,61,1984-03-31,90
Seongsan,1986-03-14,72,1985-04-02,91
Seongsan,1987-03-10,68,1986-03-24,82
Seongsan,1988-03-15,74,1987-03-27,85
Seongsan,1989-03-10,68,1988-03-29,88
Seongsan,1991-03-15,73,1989-03-25,83
Seongsan,1992-03-09,68,1990-03-17,75
Seongsan,1993-03-11,69,1991-04-05,94
Seongsan,1994-03-10,68,1992-03-27,86
Seongsan,1995-03-08,66,1993-03-31,89
Seongsan,1996-03-11,70,1994-04-02,91
Seongsan,1997-03-11,69,1995-03-25,83
Seongsan,1998-03-02,60,1996-03-30,89
Seongsan,1999-03-10,68,1997-03-23,81
Seongsan,2000-03-14,73,1998-03-17,75
Seongsan,2001-03-16,74,1999-03-21,79
Seongsan,2002-03-11,69,2000-03-30,89
Seongsan,2003-03-07,65,2001-03-26,84
Seongsan,2004-03-15,74,2002-03-19,77
Seongsan,2005-03-16,74,2003-03-31,89
Seongsan,2006-03-13,71,2004-03-23,82
Seongsan,2007-03-06,64,2005-04-06,95
Seongsan,2008-03-05,64,2006-03-27,85
Seongsan,2009-03-08,66,2007-03-21,79
Seongsan,2010-03-08,66,2008-03-23,82
Seongsan,2011-03-08,66,2009-03-20,78
Seongsan,2012-03-20,79,2010-03-22,80
Seongsan,2013-03-16,74,2011-03-31,89
Seongsan,2014-03-18,76,2012-04-01,91
Seongsan,2015-03-20,78,2013-03-26,84
Seongsan,,,2014-03-21,79
Seongsan,,,2015-03-27,85
Seogwipo,1973-03-20,78,1973-03-28,86
Seogwipo,1974-03-21,79,1974-03-30,88
Seogwipo,1975-03-08,66,1975-03-29,87
Seogwipo,1976-03-10,69,1976-03-29,88
Seogwipo,1977-03-04,62,1977-03-24,82
Seogwipo,1978-03-08,66,1978-03-31,89
Seogwipo,1979-03-23,81,1979-04-01,90
Seogwipo,1980-03-20,79,1980-03-30,89
Seogwipo,1981-03-17,75,1981-03-25,83
Seogwipo,1982-03-16,74,1982-03-25,83
Seogwipo,1983-03-22,80,1983-03-30,88
Seogwipo,1984-03-22,81,1984-04-01,91
Seogwipo,1985-03-19,77,1985-04-01,90
Seogwipo,1986-03-11,69,1986-03-29,87
Seogwipo,1987-03-22,80,1987-04-06,95
Seogwipo,1988-03-24,83,1988-04-02,92
Seogwipo,1989-03-17,75,1989-03-22,80
Seogwipo,1990-02-20,50,1990-03-06,64
Seogwipo,1991-03-02,60,1991-03-14,72
Seogwipo,1992-03-01,60,1992-03-07,66
Seogwipo,1993-02-26,56,1993-04-02,91
Seogwipo,1994-03-10,68,1994-03-30,88
Seogwipo,1995-03-19,77,1995-03-29,87
Seogwipo,1996-03-22,81,1996-04-01,91
Seogwipo,1997-03-03,61,1997-03-22,80
Seogwipo,1998-03-01,59,1998-03-12,70
Seogwipo,1999-03-04,62,1999-03-27,85
Seogwipo,2000-03-06,65,2000-03-26,85
Seogwipo,2001-03-10,68,2001-03-26,84
Seogwipo,2002-03-04,62,2002-03-18,76
Seogwipo,2003-03-05,63,2003-03-18,76
Seogwipo,2004-03-13,72,2004-03-21,80
Seogwipo,2005-03-09,67,2005-04-01,90
Seogwipo,2006-03-11,69,2006-03-25,83
Seogwipo,2007-03-05,63,2007-03-23,81
Seogwipo,2008-03-05,64,2008-03-22,81
Seogwipo,2009-03-04,62,2009-03-19,77
Seogwipo,2010-03-05,63,2010-03-17,75
Seogwipo,2011-03-08,66,2011-03-28,86
Seogwipo,2012-03-19,78,2012-03-29,88
Seogwipo,2013-03-10,68,2013-03-17,75
Seogwipo,2014-03-18,76,2014-03-25,83
Seogwipo,2015-03-12,70,2015-03-25,83
Seogwipo,2019-03-15,73,2019-03-25,83
Seogwipo,2020-03-13,72,2020-03-26,85
Seogwipo,2021-03-12,70,2021-03-18,76
Seogwipo,2022-03-15,73,2022-03-25,83
Seogwipo,2023-03-09,67,2023-03-24,82
Seogwipo,2024-03-22,81,2024-03-30,89
Jinju,1973-03-14,72,1973-04-01,90
Jinju,1974-03-09,67,1974-04-10,99
Jinju,1975-03-09,67,1975-04-05,94
Jinju,1976-03-15,74,1976-04-01,91
Jinju,1977-03-26,84,1977-04-03,92
Jinju,1978-03-18,76,1978-04-02,91
Jinju,1979-03-16,74,1979-03-31,89
Jinju,1981-03-10,68,1980-04-03,93
Jinju,1983-03-27,85,1981-03-30,88
Jinju,1984-03-29,88,1983-04-09,98
Jinju,1985-03-26,84,1984-04-13,103
Jinju,1986-03-24,82,1985-04-08,97
Jinju,1987-03-14,72,1986-04-07,96
Jinju,1988-03-18,77,1987-04-03,92
Jinju,1989-02-26,56,1988-04-08,98
Jinju,1990-03-11,69,1989-04-01,90
Jinju,1991-03-13,71,1990-03-30,88
Jinju,1992-03-02,61,1991-04-08,97
Jinju,1993-03-20,78,1992-03-31,90
Jinju,1994-03-29,87,1993-04-03,92
Jinju,1995-03-26,84,1994-04-06,95
Jinju,1996-04-01,91,1995-04-05,94
Jinju,1997-03-28,86,1996-04-15,105
Jinju,1998-03-14,72,1997-04-01,90
Jinju,1999-03-17,75,1998-03-28,86
Jinju,2000-03-15,74,1999-04-03,92
Jinju,2001-03-17,75,2000-04-03,93
Jinju,2002-03-12,70,2001-03-31,89
Jinju,2003-03-18,76,2002-03-22,80
Jinju,2004-03-23,82,2003-03-28,86
Jinju,2005-03-23,81,2004-03-29,88
Jinju,2006-03-21,79,2005-04-06,95
Jinju,2007-03-20,78,2006-03-31,89
Jinju,2008-03-16,75,2007-03-27,85
Jinju,2009-03-13,71,2008-03-31,90
Jinju,2010-03-13,71,2009-03-23,81
Jinju,2011-03-28,86,2010-04-03,92
Jinju,2012-03-28,87,2011-04-08,97
Jinju,2013-03-16,74,2012-04-07,97
Jinju,2014-03-19,77,2013-03-27,85
Jinju,2015-03-22,80,2014-03-27,85
Jinju,,,2015-03-29,87
Ganghwa,1976-03-18,77,1976-04-08,98
Ganghwa,1977-03-26,84,1977-04-12,101
Ganghwa,1978-03-28,86,1978-04-13,102
Ganghwa,1979-03-30,88,1979-04-09,98
Ganghwa,1980-03-31,90,1980-04-18,108
Ganghwa,1981-04-05,94,1981-04-20,109
Ganghwa,1982-04-02,91,1982-04-16,105
Ganghwa,1983-04-04,93,1983-04-15,104
Ganghwa,1984-04-10,100,1984-04-17,107
Ganghwa,1985-04-11,100,1985-04-16,105
Ganghwa,1986-04-17,106,1986-04-21,110
Ganghwa,1987-04-06,95,1987-04-22,111
Ganghwa,1988-04-12,102,1988-04-16,106
Ganghwa,1989-04-08,97,1989-04-15,104
Ganghwa,1990-04-01,90,1990-04-13,102
Ganghwa,1991-04-05,94,1991-04-10,99
Ganghwa,1992-04-01,91,1992-04-05,95
Ganghwa,1993-04-01,90,1993-04-06,95
Ganghwa,1994-04-02,91,1994-04-12,101
Ganghwa,1995-03-20,78,1995-04-19,108
Ganghwa,1996-04-07,97,1996-04-27,117
Ganghwa,1997-03-19,77,1997-04-09,98
Ganghwa,1998-03-16,74,1998-04-09,98
Ganghwa,1999-03-11,69,1999-04-17,106
Ganghwa,2000-04-04,94,2000-04-17,107
Ganghwa,2001-04-09,98,2001-04-20,109
Ganghwa,2002-03-30,88,2002-04-06,95
Ganghwa,2003-04-04,93,2003-04-08,97
Ganghwa,2004-04-04,94,2004-04-11,101
Ganghwa,2005-04-10,99,2005-04-19,108
Ganghwa,2006-04-10,99,2006-04-16,105
Ganghwa,2007-04-09,98,2007-04-14,103
Ganghwa,2008-04-09,99,2008-04-14,104
Yangpyeong,1977-04-02,91,1976-04-11,101
Yangpyeong,1978-04-06,95,1977-04-14,103
Yangpyeong,1979-04-01,90,1978-04-15,104
Yangpyeong,1986-04-20,109,1979-04-14,103
Yangpyeong,1990-03-28,86,1980-04-22,112
Yangpyeong,1991-04-08,97,1981-04-15,104
Yangpyeong,1992-03-20,79,1982-04-17,106
Yangpyeong,1993-03-20,78,1983-04-17,106
Yangpyeong,1994-04-03,92,1984-04-19,109
Yangpyeong,1995-04-03,92,1985-04-20,109
Yangpyeong,1996-04-13,103,1986-04-23,112
Yangpyeong,1997-04-05,94,1987-04-24,113
